Tarih,Magaza_ID,Urun_ID,Baslangic_Stoku,Planlanan_Sevkiyat,Birim_Fiyat,Promosyon_Flag
2025-05-16,M01,U006,,0.0,97.21,False
2025-05-17,M01,U006,,0.0,97.21,False
2025-05-18,M01,U006,,0.0,97.21,False
2025-05-19,M01,U006,,178.0,97.21,False
2025-05-20,M01,U006,,0.0,97.21,False
2025-05-07,M01,U007,0.0,0.0,150.45,False
2025-05-08,M01,U007,,0.0,150.45,False
2025-05-09,M01,U007,,0.0,150.45,False
2025-05-10,M01,U007,,0.0,150.45,False
2025-05-11,M01,U007,,120.0,150.45,False
2025-05-12,M01,U007,,0.0,150.45,False
2025-05-13,M01,U007,,0.0,150.45,False
2025-05-14,M01,U007,,0.0,150.45,False
2025-05-15,M01,U007,,0.0,150.45,False
2025-05-16,M01,U007,,108.0,150.45,False
2025-05-17,M01,U007,,0.0,150.45,False
2025-05-18,M01,U007,,0.0,150.45,False
2025-05-19,M01,U007,,0.0,150.45,False
2025-05-20,M01,U007,,0.0,150.45,False
2025-05-07,M01,U008,61.0,0.0,111.37,False
2025-05-08,M01,U008,,0.0,111.37,False
2025-05-09,M01,U008,,39.0,111.37,False
2025-05-10,M01,U008,,0.0,111.37,False
2025-05-11,M01,U008,,0.0,111.37,False
2025-05-12,M01,U008,,0.0,94.66,True
2025-05-13,M01,U008,,59.0,111.37,False
2025-05-14,M01,U008,,0.0,111.37,False
2025-05-15,M01,U008,,0.0,111.37,False
2025-05-16,M01,U008,,0.0,111.37,False
2025-05-17,M01,U008,,71.0,111.37,False
2025-05-18,M01,U008,,0.0,100.23,True
2025-05-19,M01,U008,,0.0,111.37,False
2025-05-20,M01,U008,,0.0,111.37,False
2025-05-07,M01,U009,31.0,0.0,106.43,True
2025-05-08,M01,U009,,0.0,133.04,False
2025-05-09,M01,U009,,0.0,133.04,False
2025-05-10,M01,U009,,0.0,133.04,False
2025-05-11,M01,U009,,42.0,133.04,False
2025-05-12,M01,U009,,0.0,133.04,False
2025-05-13,M01,U009,,0.0,133.04,False
2025-05-14,M01,U009,,0.0,133.04,False
2025-05-15,M01,U009,,0.0,133.04,False
2025-05-16,M01,U009,,0.0,133.04,False
2025-05-17,M01,U009,,0.0,133.04,False
2025-05-18,M01,U009,,0.0,133.04,False
2025-05-19,M01,U009,,0.0,133.04,False
2025-05-20,M01,U009,,0.0,113.08,True
2025-05-07,M01,U010,0.0,121.0,186.29,False
2025-05-08,M01,U010,,0.0,186.29,False
2025-05-09,M01,U010,,0.0,186.29,False
2025-05-10,M01,U010,,0.0,186.29,False
2025-05-11,M01,U010,,0.0,186.29,False
2025-05-12,M01,U010,,0.0,186.29,False
2025-05-13,M01,U010,,0.0,158.35,True
2025-05-14,M01,U010,,120.0,167.66,True
2025-05-15,M01,U010,,0.0,186.29,False
2025-05-16,M01,U010,,0.0,186.29,False
2025-05-17,M01,U010,,0.0,158.35,True
2025-05-18,M01,U010,,0.0,186.29,False
2025-05-19,M01,U010,,0.0,186.29,False
2025-05-20,M01,U010,,0.0,186.29,False
2025-05-07,M01,U011,0.0,91.0,172.73,False
2025-05-08,M01,U011,,0.0,172.73,False
2025-05-09,M01,U011,,0.0,172.73,False
2025-05-10,M01,U011,,0.0,172.73,False
2025-05-11,M01,U011,,0.0,172.73,False
2025-05-12,M01,U011,,0.0,172.73,False
2025-05-13,M01,U011,,0.0,172.73,False
2025-05-14,M01,U011,,82.0,172.73,False
2025-05-15,M01,U011,,0.0,172.73,False
2025-05-16,M01,U011,,0.0,172.73,False
2025-05-17,M01,U011,,0.0,155.46,True
2025-05-18,M01,U011,,0.0,172.73,False
2025-05-19,M01,U011,,0.0,172.73,False
2025-05-20,M01,U011,,0.0,172.73,False
2025-05-07,M01,U012,0.0,161.0,214.19,False
2025-05-08,M01,U012,,0.0,192.77,True
2025-05-09,M01,U012,,0.0,214.19,False
2025-05-10,M01,U012,,0.0,214.19,False
2025-05-11,M01,U012,,0.0,214.19,False
2025-05-12,M01,U012,,0.0,214.19,False
2025-05-13,M01,U012,,174.0,214.19,False
2025-05-14,M01,U012,,0.0,214.19,False
2025-05-15,M01,U012,,0.0,214.19,False
2025-05-16,M01,U012,,0.0,214.19,False
2025-05-17,M01,U012,,0.0,214.19,False
2025-05-18,M01,U012,,0.0,214.19,False
2025-05-19,M01,U012,,186.0,214.19,False
2025-05-20,M01,U012,,0.0,214.19,False
2025-05-07,M01,U013,0.0,0.0,176.68,False
2025-05-08,M01,U013,,0.0,176.68,False
2025-05-09,M01,U013,,0.0,176.68,False
2025-05-10,M01,U013,,0.0,176.68,False
2025-05-11,M01,U013,,0.0,176.68,False
2025-05-12,M01,U013,,0.0,176.68,False
2025-05-13,M01,U013,,78.0,176.68,False
2025-05-14,M01,U013,,0.0,176.68,False
2025-05-15,M01,U013,,0.0,176.68,False
2025-05-16,M01,U013,,0.0,176.68,False
2025-05-17,M01,U013,,51.0,176.68,False
2025-05-18,M01,U013,,0.0,176.68,False
2025-05-19,M01,U013,,0.0,159.01,True
2025-05-20,M01,U013,,0.0,159.01,True
2025-05-07,M01,U014,0.0,43.0,115.91,False
2025-05-08,M01,U014,,0.0,115.91,False
2025-05-09,M01,U014,,0.0,115.91,False
2025-05-10,M01,U014,,0.0,115.91,False
2025-05-11,M01,U014,,0.0,115.91,False
2025-05-12,M01,U014,,0.0,115.91,False
2025-05-13,M01,U014,,37.0,115.91,False
2025-05-14,M01,U014,,0.0,115.91,False
2025-05-15,M01,U014,,0.0,115.91,False
2025-05-16,M01,U014,,0.0,115.91,False
2025-05-17,M01,U014,,0.0,104.32,True
2025-05-18,M01,U014,,0.0,104.32,True
2025-05-19,M01,U014,,41.0,115.91,False
2025-05-20,M01,U014,,0.0,115.91,False
2025-05-07,M01,U015,118.0,0.0,43.99,True
2025-05-08,M01,U015,,0.0,54.99,False
2025-05-09,M01,U015,,0.0,54.99,False
2025-05-10,M01,U015,,0.0,54.99,False
2025-05-11,M01,U015,,134.0,54.99,False
2025-05-12,M01,U015,,0.0,49.49,True
2025-05-13,M01,U015,,0.0,54.99,False
2025-05-14,M01,U015,,0.0,54.99,False
2025-05-15,M01,U015,,0.0,54.99,False
2025-05-16,M01,U015,,134.0,54.99,False
2025-05-17,M01,U015,,0.0,54.99,False
2025-05-18,M01,U015,,0.0,54.99,False
2025-05-19,M01,U015,,0.0,54.99,False
2025-05-20,M01,U015,,0.0,54.99,False
2025-05-07,M01,U016,130.0,0.0,170.13,False
2025-05-08,M01,U016,,0.0,170.13,False
2025-05-09,M01,U016,,0.0,170.13,False
2025-05-10,M01,U016,,0.0,170.13,False
2025-05-11,M01,U016,,175.0,153.12,True
2025-05-12,M01,U016,,0.0,144.61,True
2025-05-13,M01,U016,,0.0,170.13,False
2025-05-14,M01,U016,,0.0,170.13,False
2025-05-15,M01,U016,,0.0,153.12,True
2025-05-16,M01,U016,,191.0,170.13,False
2025-05-17,M01,U016,,0.0,170.13,False
2025-05-18,M01,U016,,0.0,153.12,True
2025-05-19,M01,U016,,0.0,170.13,False
2025-05-20,M01,U016,,0.0,170.13,False
2025-05-07,M01,U017,0.0,96.0,88.44,False
2025-05-08,M01,U017,,0.0,88.44,False
2025-05-09,M01,U017,,0.0,88.44,False
2025-05-10,M01,U017,,0.0,88.44,False
2025-05-11,M01,U017,,0.0,88.44,False
2025-05-12,M01,U017,,0.0,88.44,False
2025-05-13,M01,U017,,0.0,88.44,False
2025-05-14,M01,U017,,96.0,88.44,False
2025-05-15,M01,U017,,0.0,88.44,False
2025-05-16,M01,U017,,0.0,88.44,False
2025-05-17,M01,U017,,0.0,88.44,False
2025-05-18,M01,U017,,0.0,88.44,False
2025-05-19,M01,U017,,0.0,88.44,False
2025-05-20,M01,U017,,0.0,88.44,False
2025-05-07,M01,U018,0.0,60.0,116.46,False
2025-05-08,M01,U018,,0.0,116.46,False
2025-05-09,M01,U018,,0.0,116.46,False
2025-05-10,M01,U018,,0.0,116.46,False
2025-05-11,M01,U018,,0.0,116.46,False
2025-05-12,M01,U018,,0.0,116.46,False
2025-05-13,M01,U018,,0.0,116.46,False
2025-05-14,M01,U018,,57.0,116.46,False
2025-05-15,M01,U018,,0.0,116.46,False
2025-05-16,M01,U018,,0.0,116.46,False
2025-05-17,M01,U018,,0.0,116.46,False
2025-05-18,M01,U018,,0.0,116.46,False
2025-05-19,M01,U018,,0.0,116.46,False
2025-05-20,M01,U018,,0.0,116.46,False
2025-05-07,M02,U001,0.0,0.0,149.45,True
2025-05-08,M02,U001,,0.0,175.82,False
2025-05-09,M02,U001,,0.0,175.82,False
2025-05-10,M02,U001,,0.0,175.82,False
2025-05-11,M02,U001,,0.0,175.82,False
2025-05-12,M02,U001,,0.0,175.82,False
2025-05-13,M02,U001,,0.0,175.82,False
2025-05-14,M02,U001,,119.0,175.82,False
2025-05-15,M02,U001,,0.0,175.82,False
2025-05-16,M02,U001,,0.0,175.82,False
2025-05-17,M02,U001,,0.0,175.82,False
2025-05-18,M02,U001,,0.0,175.82,False
2025-05-19,M02,U001,,0.0,175.82,False
2025-05-20,M02,U001,,0.0,175.82,False
2025-05-07,M02,U002,0.0,137.0,192.33,False
2025-05-08,M02,U002,,0.0,192.33,False
2025-05-09,M02,U002,,0.0,192.33,False
2025-05-10,M02,U002,,0.0,192.33,False
2025-05-11,M02,U002,,0.0,192.33,False
2025-05-12,M02,U002,,0.0,192.33,False
2025-05-13,M02,U002,,0.0,192.33,False
2025-05-14,M02,U002,,132.0,192.33,False
2025-05-15,M02,U002,,0.0,192.33,False
2025-05-16,M02,U002,,0.0,192.33,False
2025-05-17,M02,U002,,0.0,192.33,False
2025-05-18,M02,U002,,0.0,192.33,False
2025-05-19,M02,U002,,0.0,192.33,False
2025-05-20,M02,U002,,0.0,173.1,True
2025-05-07,M02,U003,0.0,0.0,43.26,False
2025-05-08,M02,U003,,0.0,38.93,True
2025-05-09,M02,U003,,0.0,43.26,False
2025-05-10,M02,U003,,0.0,43.26,False
2025-05-11,M02,U003,,0.0,43.26,False
2025-05-12,M02,U003,,0.0,43.26,False
2025-05-13,M02,U003,,0.0,43.26,False
2025-05-14,M02,U003,,216.0,43.26,False
2025-05-15,M02,U003,,0.0,43.26,False
2025-05-16,M02,U003,,0.0,43.26,False
2025-05-17,M02,U003,,0.0,43.26,False
2025-05-18,M02,U003,,0.0,43.26,False
2025-05-19,M02,U003,,0.0,43.26,False
2025-05-20,M02,U003,,0.0,43.26,False
2025-05-07,M02,U004,68.0,0.0,173.32,False
2025-05-08,M02,U004,,0.0,173.32,False
2025-05-09,M02,U004,,140.0,173.32,False
2025-05-10,M02,U004,,0.0,173.32,False
2025-05-11,M02,U004,,0.0,173.32,False
2025-05-12,M02,U004,,0.0,173.32,False
2025-05-13,M02,U004,,130.0,173.32,False
2025-05-14,M02,U004,,0.0,173.32,False
2025-05-15,M02,U004,,0.0,173.32,False
2025-05-16,M02,U004,,0.0,173.32,False
2025-05-17,M02,U004,,132.0,173.32,False
2025-05-18,M02,U004,,0.0,173.32,False
2025-05-19,M02,U004,,0.0,173.32,False
2025-05-20,M02,U004,,0.0,173.32,False
2025-05-07,M02,U005,0.0,79.0,49.88,False
2025-05-08,M02,U005,,0.0,49.88,False
2025-05-09,M02,U005,,0.0,49.88,False
2025-05-10,M02,U005,,0.0,49.88,False
2025-05-11,M02,U005,,0.0,49.88,False
2025-05-12,M02,U005,,0.0,49.88,False
2025-05-13,M02,U005,,0.0,49.88,False
2025-05-14,M02,U005,,81.0,49.88,False
2025-05-15,M02,U005,,0.0,49.88,False
2025-05-16,M02,U005,,0.0,49.88,False
2025-05-17,M02,U005,,0.0,49.88,False
2025-05-18,M02,U005,,0.0,49.88,False
2025-05-19,M02,U005,,0.0,42.4,True
2025-05-20,M02,U005,,0.0,49.88,False
2025-05-07,M02,U006,102.0,0.0,97.21,False
2025-05-08,M02,U006,,0.0,97.21,False
2025-05-09,M02,U006,,116.0,97.21,False
2025-05-10,M02,U006,,0.0,97.21,False
2025-05-11,M02,U006,,0.0,97.21,False
2025-05-12,M02,U006,,0.0,97.21,False
2025-05-13,M02,U006,,0.0,97.21,False
2025-05-14,M02,U006,,0.0,97.21,False
2025-05-15,M02,U006,,0.0,97.21,False
2025-05-16,M02,U006,,0.0,97.21,False
2025-05-17,M02,U006,,161.0,82.63,True
2025-05-18,M02,U006,,0.0,97.21,False
2025-05-19,M02,U006,,0.0,97.21,False
2025-05-20,M02,U006,,0.0,97.21,False
2025-05-07,M02,U007,168.0,0.0,150.45,False
2025-05-08,M02,U007,,0.0,150.45,False
2025-05-09,M02,U007,,0.0,150.45,False
2025-05-10,M02,U007,,0.0,150.45,False
2025-05-11,M02,U007,,147.0,150.45,False
2025-05-12,M02,U007,,0.0,150.45,False
2025-05-13,M02,U007,,0.0,150.45,False
2025-05-14,M02,U007,,0.0,150.45,False
2025-05-15,M02,U007,,0.0,150.45,False
2025-05-16,M02,U007,,190.0,150.45,False
2025-05-17,M02,U007,,0.0,150.45,False
2025-05-18,M02,U007,,0.0,127.88,True
2025-05-19,M02,U007,,0.0,150.45,False
2025-05-20,M02,U007,,0.0,150.45,False
2025-05-07,M02,U008,0.0,74.0,111.37,False
2025-05-08,M02,U008,,0.0,111.37,False
2025-05-09,M02,U008,,0.0,111.37,False
2025-05-10,M02,U008,,0.0,111.37,False
2025-05-11,M02,U008,,0.0,111.37,False
2025-05-12,M02,U008,,0.0,111.37,False
2025-05-13,M02,U008,,74.0,111.37,False
2025-05-14,M02,U008,,0.0,111.37,False
2025-05-15,M02,U008,,0.0,111.37,False
2025-05-16,M02,U008,,0.0,111.37,False
2025-05-17,M02,U008,,0.0,111.37,False
2025-05-18,M02,U008,,0.0,111.37,False
2025-05-19,M02,U008,,67.0,111.37,False
2025-05-20,M02,U008,,0.0,111.37,False
2025-05-07,M02,U009,0.0,0.0,133.04,False
2025-05-08,M02,U009,,0.0,133.04,False
2025-05-09,M02,U009,,0.0,133.04,False
2025-05-10,M02,U009,,0.0,133.04,False
2025-05-11,M02,U009,,0.0,133.04,False
2025-05-12,M02,U009,,0.0,133.04,False
2025-05-13,M02,U009,,0.0,133.04,False
2025-05-14,M02,U009,,43.0,133.04,False
2025-05-15,M02,U009,,0.0,133.04,False
2025-05-16,M02,U009,,0.0,133.04,False
2025-05-17,M02,U009,,0.0,133.04,False
2025-05-18,M02,U009,,0.0,133.04,False
2025-05-19,M02,U009,,0.0,133.04,False
2025-05-20,M02,U009,,0.0,133.04,False
2025-05-07,M02,U010,0.0,180.0,186.29,False
2025-05-08,M02,U010,,0.0,186.29,False
2025-05-09,M02,U010,,0.0,186.29,False
2025-05-10,M02,U010,,0.0,186.29,False
2025-05-11,M02,U010,,0.0,186.29,False
2025-05-12,M02,U010,,0.0,186.29,False
2025-05-13,M02,U010,,162.0,186.29,False
2025-05-14,M02,U010,,0.0,158.35,True
2025-05-15,M02,U010,,0.0,186.29,False
2025-05-16,M02,U010,,0.0,186.29,False
2025-05-17,M02,U010,,0.0,186.29,False
2025-05-18,M02,U010,,0.0,186.29,False
2025-05-19,M02,U010,,159.0,186.29,False
2025-05-20,M02,U010,,0.0,186.29,False
2025-05-07,M02,U011,0.0,86.0,172.73,False
2025-05-08,M02,U011,,0.0,172.73,False
2025-05-09,M02,U011,,0.0,172.73,False
2025-05-10,M02,U011,,0.0,172.73,False
2025-05-11,M02,U011,,0.0,172.73,False
2025-05-12,M02,U011,,0.0,172.73,False
2025-05-13,M02,U011,,103.0,172.73,False
2025-05-14,M02,U011,,0.0,172.73,False
2025-05-15,M02,U011,,0.0,172.73,False
2025-05-16,M02,U011,,0.0,172.73,False
2025-05-17,M02,U011,,0.0,172.73,False
2025-05-18,M02,U011,,0.0,172.73,False
2025-05-19,M02,U011,,86.0,172.73,False
2025-05-20,M02,U011,,0.0,172.73,False
2025-05-07,M02,U012,146.0,0.0,214.19,False
2025-05-08,M02,U012,,0.0,214.19,False
2025-05-09,M02,U012,,0.0,171.35,True
2025-05-10,M02,U012,,0.0,214.19,False
2025-05-11,M02,U012,,198.0,214.19,False
2025-05-12,M02,U012,,0.0,214.19,False
2025-05-13,M02,U012,,0.0,214.19,False
2025-05-14,M02,U012,,0.0,214.19,False
2025-05-15,M02,U012,,0.0,214.19,False
2025-05-16,M02,U012,,168.0,214.19,False
2025-05-17,M02,U012,,0.0,214.19,False
2025-05-18,M02,U012,,0.0,214.19,False
2025-05-19,M02,U012,,0.0,214.19,False
2025-05-20,M02,U012,,0.0,214.19,False
2025-05-07,M02,U013,52.0,0.0,176.68,False
2025-05-08,M02,U013,,0.0,176.68,False
2025-05-09,M02,U013,,67.0,176.68,False
2025-05-10,M02,U013,,0.0,176.68,False
2025-05-11,M02,U013,,0.0,176.68,False
2025-05-12,M02,U013,,0.0,159.01,True
2025-05-13,M02,U013,,71.0,159.01,True
2025-05-14,M02,U013,,0.0,176.68,False
2025-05-15,M02,U013,,0.0,176.68,False
2025-05-16,M02,U013,,0.0,176.68,False
2025-05-17,M02,U013,,57.0,176.68,False
2025-05-18,M02,U013,,0.0,176.68,False
2025-05-19,M02,U013,,0.0,176.68,False
2025-05-20,M02,U013,,0.0,176.68,False
2025-05-07,M02,U014,23.0,0.0,115.91,False
2025-05-08,M02,U014,,0.0,115.91,False
2025-05-09,M02,U014,,34.0,115.91,False
2025-05-10,M02,U014,,0.0,115.91,False
2025-05-11,M02,U014,,0.0,115.91,False
2025-05-12,M02,U014,,0.0,115.91,False
2025-05-13,M02,U014,,34.0,115.91,False
2025-05-14,M02,U014,,0.0,104.32,True
2025-05-15,M02,U014,,0.0,115.91,False
2025-05-16,M02,U014,,0.0,115.91,False
2025-05-17,M02,U014,,0.0,115.91,False
2025-05-18,M02,U014,,0.0,115.91,False
2025-05-19,M02,U014,,0.0,115.91,False
2025-05-20,M02,U014,,0.0,115.91,False
2025-05-07,M02,U015,91.0,0.0,54.99,False
2025-05-08,M02,U015,,0.0,54.99,False
2025-05-09,M02,U015,,108.0,54.99,False
2025-05-10,M02,U015,,0.0,54.99,False
2025-05-11,M02,U015,,0.0,54.99,False
2025-05-12,M02,U015,,0.0,54.99,False
2025-05-13,M02,U015,,139.0,54.99,False
2025-05-14,M02,U015,,0.0,54.99,False
2025-05-15,M02,U015,,0.0,54.99,False
2025-05-16,M02,U015,,0.0,54.99,False
2025-05-17,M02,U015,,111.0,54.99,False
2025-05-18,M02,U015,,0.0,54.99,False
2025-05-19,M02,U015,,0.0,54.99,False
2025-05-20,M02,U015,,0.0,54.99,False
2025-05-07,M02,U016,0.0,0.0,170.13,False
2025-05-08,M02,U016,,0.0,170.13,False
2025-05-09,M02,U016,,0.0,170.13,False
2025-05-10,M02,U016,,0.0,170.13,False
2025-05-11,M02,U016,,0.0,170.13,False
2025-05-12,M02,U016,,0.0,170.13,False
2025-05-13,M02,U016,,0.0,170.13,False
2025-05-14,M02,U016,,0.0,170.13,False
2025-05-15,M02,U016,,0.0,170.13,False
2025-05-16,M02,U016,,186.0,170.13,False
2025-05-17,M02,U016,,0.0,170.13,False
2025-05-18,M02,U016,,0.0,170.13,False
2025-05-19,M02,U016,,0.0,170.13,False
2025-05-20,M02,U016,,0.0,170.13,False
2025-05-07,M02,U017,0.0,0.0,88.44,False
2025-05-08,M02,U017,,0.0,88.44,False
2025-05-09,M02,U017,,0.0,88.44,False
2025-05-10,M02,U017,,0.0,88.44,False
2025-05-11,M02,U017,,0.0,88.44,False
2025-05-12,M02,U017,,0.0,88.44,False
2025-05-13,M02,U017,,0.0,88.44,False
2025-05-14,M02,U017,,0.0,88.44,False
2025-05-15,M02,U017,,0.0,88.44,False
2025-05-16,M02,U017,,0.0,88.44,False
2025-05-17,M02,U017,,0.0,88.44,False
2025-05-18,M02,U017,,0.0,88.44,False
2025-05-19,M02,U017,,0.0,88.44,False
2025-05-20,M02,U017,,0.0,88.44,False
2025-05-07,M02,U018,0.0,87.0,116.46,False
2025-05-08,M02,U018,,0.0,116.46,False
2025-05-09,M02,U018,,0.0,116.46,False
2025-05-10,M02,U018,,0.0,116.46,False
2025-05-11,M02,U018,,0.0,116.46,False
2025-05-12,M02,U018,,0.0,116.46,False
2025-05-13,M02,U018,,90.0,116.46,False
2025-05-14,M02,U018,,0.0,116.46,False
2025-05-15,M02,U018,,0.0,116.46,False
2025-05-16,M02,U018,,0.0,116.46,False
2025-05-17,M02,U018,,0.0,98.99,True
2025-05-18,M02,U018,,0.0,104.81,True
2025-05-19,M02,U018,,85.0,116.46,False
2025-05-20,M02,U018,,0.0,116.46,False
2025-05-07,M03,U001,0.0,0.0,175.82,False
2025-05-08,M03,U001,,0.0,175.82,False
2025-05-09,M03,U001,,0.0,175.82,False
2025-05-10,M03,U001,,0.0,158.24,True
2025-05-11,M03,U001,,0.0,175.82,False
2025-05-12,M03,U001,,0.0,175.82,False
2025-05-13,M03,U001,,0.0,175.82,False
2025-05-14,M03,U001,,99.0,158.24,True
2025-05-15,M03,U001,,0.0,175.82,False
2025-05-16,M03,U001,,0.0,149.45,True
2025-05-17,M03,U001,,0.0,175.82,False
2025-05-18,M03,U001,,0.0,175.82,False
2025-05-19,M03,U001,,0.0,140.66,True
2025-05-20,M03,U001,,0.0,175.82,False
2025-05-07,M03,U002,125.0,0.0,192.33,False
2025-05-08,M03,U002,,0.0,163.48,True
2025-05-09,M03,U002,,0.0,192.33,False
2025-05-10,M03,U002,,0.0,153.86,True
2025-05-11,M03,U002,,146.0,192.33,False
2025-05-12,M03,U002,,0.0,192.33,False
2025-05-13,M03,U002,,0.0,192.33,False
2025-05-14,M03,U002,,0.0,192.33,False
2025-05-15,M03,U002,,0.0,192.33,False
2025-05-16,M03,U002,,141.0,192.33,False
2025-05-17,M03,U002,,0.0,192.33,False
2025-05-18,M03,U002,,0.0,192.33,False
2025-05-19,M03,U002,,0.0,192.33,False
2025-05-20,M03,U002,,0.0,192.33,False
2025-05-07,M03,U003,0.0,255.0,43.26,False
2025-05-08,M03,U003,,0.0,43.26,False
2025-05-09,M03,U003,,0.0,43.26,False
2025-05-10,M03,U003,,0.0,43.26,False
2025-05-11,M03,U003,,0.0,43.26,False
2025-05-12,M03,U003,,0.0,43.26,False
2025-05-13,M03,U003,,236.0,43.26,False
2025-05-14,M03,U003,,0.0,43.26,False
2025-05-15,M03,U003,,0.0,43.26,False
2025-05-16,M03,U003,,0.0,43.26,False
2025-05-17,M03,U003,,0.0,43.26,False
2025-05-18,M03,U003,,0.0,43.26,False
2025-05-19,M03,U003,,253.0,43.26,False
2025-05-20,M03,U003,,0.0,43.26,False
2025-05-07,M03,U004,0.0,152.0,173.32,False
2025-05-08,M03,U004,,0.0,138.66,True
2025-05-09,M03,U004,,0.0,173.32,False
2025-05-10,M03,U004,,0.0,173.32,False
2025-05-11,M03,U004,,0.0,173.32,False
2025-05-12,M03,U004,,0.0,173.32,False
2025-05-13,M03,U004,,0.0,173.32,False
2025-05-14,M03,U004,,178.0,155.99,True
2025-05-15,M03,U004,,0.0,173.32,False
2025-05-16,M03,U004,,0.0,173.32,False
2025-05-17,M03,U004,,0.0,173.32,False
2025-05-18,M03,U004,,0.0,173.32,False
2025-05-19,M03,U004,,0.0,173.32,False
2025-05-20,M03,U004,,0.0,173.32,False
2025-05-07,M03,U005,0.0,88.0,49.88,False
2025-05-08,M03,U005,,0.0,49.88,False
2025-05-09,M03,U005,,0.0,49.88,False
2025-05-10,M03,U005,,0.0,49.88,False
2025-05-11,M03,U005,,0.0,49.88,False
2025-05-12,M03,U005,,0.0,49.88,False
2025-05-13,M03,U005,,0.0,49.88,False
2025-05-14,M03,U005,,87.0,49.88,False
2025-05-15,M03,U005,,0.0,49.88,False
2025-05-16,M03,U005,,0.0,49.88,False
2025-05-17,M03,U005,,0.0,49.88,False
2025-05-18,M03,U005,,0.0,49.88,False
